[2026-09-02T09:26:57.905Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:26:57.905Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:26:58.104Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:26:58.105Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:26:58.552Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:26:58.553Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:26:58.873Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:26:58.873Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-02T09:26:59.301Z] INFO  [SchemaV5Migration] Storage backend not initialized yet — skipping schema v5 migration (no data to migrate)
[2026-09-02T09:26:59.302Z] INFO  [activate] Schema v5 migration: alreadyDone=false fresh=true migrated=0 skipped=0
[2026-09-02T09:26:59.557Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-02T09:27:00.595Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:27:00.598Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-02T09:27:00.651Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=1, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-02T09:27:00.653Z] INFO  [initialLoad] All panels loaded — updating status bar
[2026-09-02T09:27:00.653Z] INFO  [Installer] Checking Jolli Memory status
